8504010,La Conversion,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1
8504011,Grandvaux,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1
8504012,Puidoux-Chexbres,0,0,0,0,0,1,7,7,6,6,6,6,6,6,6,6,6,7,7,6,4,4,4,2,0,0,0,0,0,1,7,7,6,6,6,6,6,6,6,6,6,7,7,6,4,4,4,2
8504013,Chexbres-Village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8504014,Palézieux,0,1,0,0,0,3,10,12,10,10,10,10,10,10,10,10,11,11,11,9,7,7,5,3,0,1,0,0,0,3,10,12,10,10,10,10,10,10,10,10,11,11,11,9,7,7,5,3
8504015,Vevey-Funi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8504016,Palézieux-Village,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
8504017,Châtillens,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
8504018,Ecublens-Rue,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
8504019,Bressonnaz,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
8504023,Romont,1,0,0,0,0,4,6,6,6,6,6,6,8,6,6,6,8,8,7,7,5,4,4,3,1,0,0,0,0,4,6,6,6,6,6,6,8,6,6,6,8,8,7,7,5,4,4,3
8504024,Villaz-St-Pierre,0,0,0,0,0,2,2,2,2,2,2,2,4,2,2,2,4,4,3,3,2,2,2,1,0,0,0,0,0,2,2,2,2,2,2,2,4,2,2,2,4,4,3,3,2,2,2,1
8504025,Chénens,0,0,0,0,0,1,2,3,2,2,2,3,2,3,2,3,3,4,4,2,2,2,2,1,0,0,0,0,0,1,2,3,2,2,2,3,2,3,2,3,3,4,4,2,2,2,2,1
8504026,Cottens,0,0,0,0,0,1,2,3,2,2,2,3,2,3,2,3,3,4,4,2,2,2,2,1,0,0,0,0,0,1,2,3,2,2,2,3,2,3,2,3,3,4,4,2,2,2,2,1
8504027,Neyruz,0,0,0,0,0,1,2,3,2,2,2,3,2,3,2,3,3,4,4,2,2,2,2,1,0,0,0,0,0,1,2,3,2,2,2,3,2,3,2,3,3,4,4,2,2,2,2,1
8504028,Rosé,0,0,0,0,0,1,2,3,2,2,2,3,2,3,2,3,3,4,4,2,2,2,2,1,0,0,0,0,0,1,2,3,2,2,2,3,2,3,2,3,3,4,4,2,2,2,2,1
8504029,Matran,0,0,0,0,0,1,2,3,2,2,2,3,2,3,2,3,3,4,4,2,2,2,2,1,0,0,0,0,0,1,2,3,2,2,2,3,2,3,2,3,3,4,4,2,2,2,2,1
8504030,Villars-sur-Glâne,0,0,0,0,0,1,2,3,2,2,2,3,2,3,2,3,3,4,4,2,2,2,2,1,0,0,0,0,0,1,2,3,2,2,2,3,2,3,2,3,3,4,4,2,2,2,2,1
8504040,Corseaux-Cornalles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8504050,Granges (Veveyse),0,0,0,0,0,0,1,3,2,2,2,2,2,2,2,2,3,2,2,1,1,1,0,0,0,0,0,0,0,0,1,3,2,2,2,2,2,2,2,2,3,2,2,1,1,1,0,0
8504051,Tatroz,0,0,0,0,0,0,1,3,2,2,2,2,2,2,2,2,3,2,2,1,1,1,0,0,0,0,0,0,0,0,1,3,2,2,2,2,2,2,2,2,3,2,2,1,1,1,0,0
8504052,Au Moulin,0,0,0,0,0,0,1,3,2,2,2,2,2,2,2,2,3,2,2,1,1,1,0,0,0,0,0,0,0,0,1,3,2,2,2,2,2,2,2,2,3,2,2,1,1,1,0,0
8504055,Prayoud,0,0,0,0,0,0,1,3,2,2,2,3,2,3,2,2,3,2,2,1,1,1,0,0,0,0,0,0,0,0,1,3,2,2,2,3,2,3,2,2,3,2,2,1,1,1,0,0
8504056,Le Crêt,0,0,0,0,0,0,2,2,2,2,2,3,2,3,2,2,3,2,2,1,1,1,0,0,0,0,0,0,0,0,2,2,2,2,2,3,2,3,2,2,3,2,2,1,1,1,0,0
8504057,Les Ponts,0,0,0,0,0,0,2,2,2,2,2,3,3,2,2,2,3,2,2,1,1,1,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,2,2,2,3,2,2,1,1,1,0,0
8504058,Planchy,0,0,0,0,0,0,2,2,2,2,2,2,4,2,2,2,2,3,2,1,1,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,4,2,2,2,2,3,2,1,1,1,0,0
8504059,Les Colombettes,0,0,0,0,0,0,2,2,2,2,2,3,3,2,2,2,2,3,2,1,1,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,4,2,2,2,2,3,2,1,1,1,0,0
8504060,Bossonnens,0,0,0,0,0,0,1,3,2,2,2,2,2,2,2,2,3,2,2,1,1,1,0,0,0,0,0,0,0,0,1,3,2,2,2,2,2,2,2,2,3,2,2,1,1,1,0,0
8504061,Remaufens,0,0,0,0,0,0,1,3,2,2,2,2,2,2,2,2,3,2,2,1,1,1,0,0,0,0,0,0,0,0,1,3,2,2,2,2,2,2,2,2,3,2,2,1,1,1,0,0
8504062,Châtel-St-Denis,0,0,0,0,0,0,1,3,2,2,2,3,2,3,2,2,3,2,2,1,1,1,0,0,0,0,0,0,0,0,1,3,2,2,2,3,2,3,2,2,3,2,2,1,1,1,0,0
8504063,Semsales,0,0,0,0,0,0,1,3,2,2,2,3,2,3,2,2,3,2,2,1,1,1,0,0,0,0,0,0,0,0,1,3,2,2,2,3,2,3,2,2,3,2,2,1,1,1,0,0
8504064,La Verrerie,0,0,0,0,0,0,1,3,2,2,2,3,2,3,2,2,3,2,2,1,1,1,0,0,0,0,0,0,0,0,1,3,2,2,2,3,2,3,2,2,3,2,2,1,1,1,0,0
8504065,Vaulruz-Sud,0,0,0,0,0,0,2,2,2,2,2,3,3,2,2,2,3,2,2,1,1,1,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,2,2,2,2,3,2,1,1,1,0,0
8504066,Vuadens-Sud,0,0,0,0,0,0,2,2,2,2,2,2,4,2,2,2,2,3,2,1,1,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,4,2,2,2,2,3,2,1,1,1,0,0
8504067,La Tour-Village,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
8504068,Epagny,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
8504069,Les Marches,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
8504070,Montbovon,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,0
8504071,Lessoc,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
8504072,Albeuve,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
8504073,Neirivue,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
8504074,Grandvillard,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
8504075,Enney,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
8504076,Estavannens,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
8504077,Gruyères,0,0,0,0,1,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0
